,biomass,gas,hard_coal,hydro,other_fossil,solar,wind_onshore,ES -> PT,demand,PT -> ES,mismatch
7747,207.2,3029.4,1402.7,4119.1,110.1,0.0,181.0,0.0,7221.370000000001,1828.13,9.094947017729282e-13
7748,205.7,3093.4,1463.8,3454.6,110.0,0.0,243.3,0.0,7025.34,1545.46,-9.094947017729282e-13
7749,201.2,3117.1,1463.1,2453.9,111.9,0.0,290.0,0.0,6758.23,878.97,-6.821210263296962e-13
7750,199.1,2699.4,1463.5,860.4,113.8,0.0,460.5,533.37,6330.07,0.0,0.0
7751,194.0,2153.3,1442.4,831.0,114.2,0.0,694.9,292.22,5722.02,0.0,0.0
7752,194.2,1379.5,1388.0,411.1,116.0,0.0,957.5,776.94,5223.240000000001,0.0,-9.094947017729282e-13
7753,195.3,1153.5,1209.4,335.4,118.4,0.0,1355.0,556.97,4923.97,0.0,0.0
7754,193.3,1248.0,1125.9,191.4,119.2,0.0,1673.7,340.77,4892.27,0.0,0.0
7755,192.0,1228.2,1128.5,198.2,118.6,0.0,1979.9,0.0,4784.129999999999,61.27,4.334310688136611e-13
7756,196.2,1285.9,1138.1,271.7,117.6,0.0,2227.7,0.0,4759.6799999999985,477.52,4.547473508864641e-13
7757,199.50033849911418,1561.1242917834843,1431.2757302327182,350.99032697500814,123.4401778496362,0.0,2441.489134660039,0.0,5014.0,1093.82,-2.2737367544323206e-13
7758,205.9490336220857,2126.7238268256942,1554.1239092100866,1857.6836503611544,124.05800478112226,0.0,2395.551575199856,0.0,5526.0,2738.09,0.0
7759,208.9049205709217,2558.837498358427,1611.4421205663136,2611.2564452175516,127.52340433375188,5.836563410784844,2435.719047542249,0.0,6431.0,3128.52,4.547473508864641e-13
7760,200.12675201131262,2456.96154327402,1523.0020285601038,2940.2198020289884,120.13846079681188,76.45174777978939,2392.6796655489734,0.0,6831.0,2878.58,-1.8189894035458565e-12
7761,193.08850957509546,2390.3894153553288,1475.107575757576,3180.269484258771,114.52354480275615,173.04437112676789,2209.287099123706,0.0,6927.0,2808.71,9.094947017729282e-13
7762,193.60906708914752,2452.079002295208,1476.0674604431986,3337.7396461722824,115.25789775150812,222.75126520829522,2131.615661040359,0.0,7033.0,2896.12,-9.094947017729282e-13
7763,191.5,2660.0,1463.8,2965.3,113.4,221.3,2129.3,0.0,7054.34,2690.26,0.0
7764,193.7,2718.0,1464.1,2621.1,114.6,163.1,2233.2,0.0,6841.149999999999,2666.65,4.547473508864641e-13
7765,197.31503058978873,2982.3748573943662,1493.5339880061622,1673.402860255282,115.79760068221832,196.7028846830986,2612.8427783890847,0.0,6978.0,2293.97,1.3642420526593924e-12
7766,188.6,2817.1,1463.6,1457.1,114.7,177.1,2764.2,0.0,7006.6399999999985,1975.76,1.1368683772161603e-12
7767,189.9,2826.1,1418.1,1231.6,114.1,106.9,2748.6,0.0,6875.320000000002,1759.98,-1.3642420526593924e-12
7768,190.43643198507982,2867.6338839025525,1468.875724443408,1397.8342091152813,113.54323114582117,40.96179857792283,2728.0147208299336,0.0,7025.0,1782.3,-6.821210263296962e-13
7769,200.0217381999508,3026.062271944186,1487.7581886081775,2096.0589868704055,115.29817127326037,0.20588959155939351,2695.094753512461,0.0,7327.0,2293.5,1.8189894035458565e-12
7770,193.73480733231725,2987.291792060066,1475.8776177129473,2639.5988913552715,115.19094068065344,0.0,2457.6759508587447,0.0,7447.0,2422.37,-9.094947017729282e-13
7771,194.7,2991.0,1453.6,3296.3,114.1,0.0,2194.2,0.0,7471.179999999999,2772.72,4.547473508864641e-13
7772,191.5,2828.6,1462.4,2865.4,115.4,0.0,2142.0,0.0,7322.08,2283.22,-4.547473508864641e-13
7773,188.4,2570.1,1450.1,2000.8,117.7,0.0,2173.2,0.0,6947.65,1552.65,-4.547473508864641e-13
7774,188.8,2052.3,1459.9,1584.1,117.4,0.0,2148.4,0.0,6483.36,1067.54,0.0
7775,193.0,1540.7,1387.9,657.4,117.1,0.0,2351.1,0.0,5868.110000000001,379.09,1.7053025658242404e-13
7776,191.6,1229.3,1278.7,275.1,119.5,0.0,2491.2,0.0,5453.53,131.87,-1.1368683772161603e-13
7777,192.8,1252.0,1088.6,231.6,118.7,0.0,2470.7,0.0,5308.32,46.08,-7.105427357601002e-14
7778,194.1,1245.8,1037.7,235.3,116.2,0.0,2309.7,253.44,5392.239999999999,0.0,0.0
7779,192.1,1243.5,1143.8,239.4,111.5,0.0,2296.7,63.0,5290.0,0.0,0.0
7780,193.963866039953,1296.0404230317272,1330.5117215041128,310.94518213866036,105.8258813160987,0.0,2065.2629259694477,0.0,4789.0,513.55,-6.821210263296962e-13
7781,201.51584939465627,1574.8913206234345,1544.320149770387,645.5911962496521,107.36933707904258,0.0,2007.5421468828276,0.0,5147.0,934.23,-4.547473508864641e-13
7782,208.08639441153213,2155.1728322488448,1572.6384660848817,1745.7749492903424,111.0869485411435,0.0,1958.2704094232556,0.0,5718.0,2033.03,-2.2737367544323206e-13
7783,214.424756711832,2568.700878456657,1607.1415773434749,2013.5704601319703,112.5427733843752,5.605157658792123,2205.7943963129005,0.0,6527.0,2200.78,2.2737367544323206e-12
7784,203.51268456131848,2731.5947834464373,1517.783279810955,1849.4643302229763,104.40273364032961,114.88451902569075,2042.287669292293,0.0,6860.0,1703.93,2.2737367544323206e-13
7785,194.8179917680528,2547.247761999879,1474.2874203740691,1737.4378479510926,99.77745051752315,235.83761031414562,2035.9639170752373,0.0,6948.0,1377.37,-9.094947017729282e-13
