,biomass,gas,hydro,nuclear,other_fossil,solar,wind_offshore,wind_onshore,FR -> BE,NL -> BE,demand,BE -> FR,BE -> NL,mismatch
24,135.74,1404.9,19.55,4946.91,845.0,0.0,812.43,698.53,2085.52,0.0,8960.500000000002,0.0,1988.08,0.0
25,134.77,1368.69,19.46,4908.43,833.59,0.0,812.66,766.08,1860.86,0.0,8752.720000000001,0.0,1951.82,-2.2737367544323206e-13
26,152.41,1344.88,19.38,4849.36,824.92,0.0,808.41,790.6,1628.79,0.0,8662.5,0.0,1756.25,0.0
27,158.01,1392.68,19.34,4843.71,784.52,0.0,803.13,754.54,1410.21,0.0,8827.02,0.0,1339.12,-9.094947017729282e-13
28,172.87,1497.33,19.19,4900.83,787.6,0.0,772.84,687.91,1392.93,0.0,8914.99,0.0,1316.51,2.2737367544323206e-13
29,210.95,1509.91,19.08,4951.7,818.93,0.0,743.28,566.52,1416.89,0.0,8885.27,0.0,1351.99,-2.2737367544323206e-13
30,243.95,1723.61,18.57,4951.67,927.73,0.0,759.61,461.84,713.95,0.0,9567.370000000003,0.0,233.56,-5.115907697472721e-13
31,253.56,1769.32,19.03,4947.89,964.56,0.04,713.8,374.19,480.58,575.04,10098.010000000002,0.0,0.0,0.0
32,277.36,2113.28,699.42,4961.6,978.24,58.63,450.85,309.92,289.24,290.81,10429.35,0.0,0.0,0.0
33,354.68,2310.61,968.08,4952.19,1007.45,245.86,388.55,259.43,82.97,80.79,10650.609999999999,0.0,0.0,1.8189894035458565e-12
34,369.8,2355.27,1077.49,4948.16,1036.79,325.03,151.46,167.97,48.62,414.06,10894.650000000001,0.0,0.0,0.0
35,369.28,2390.91,659.84,4949.5,1056.99,265.57,237.31,187.49,100.37,810.21,11027.469999999996,0.0,0.0,1.8189894035458565e-12
36,369.23,2292.63,132.0,4949.66,1057.09,207.75,384.48,224.26,667.33,651.57,10936.0,0.0,0.0,0.0
37,369.99,2157.06,88.275,4951.54,1010.37,129.24,622.27,242.92,1071.34,285.12,10928.125,0.0,0.0,0.0
38,373.34,2337.34,43.94,4952.64,993.79,58.77,722.67,457.01,1113.91,0.0,10988.17,0.0,65.24,-2.1316282072803006e-13
39,373.6,2205.65,55.98,4946.67,1044.52,4.25,779.3,495.85,1431.07,0.0,10986.71,0.0,350.18,2.8421709430404007e-13
40,371.39,2258.01,417.08,4948.19,1039.98,0.0,809.14,624.05,1170.78,0.0,11259.169999999998,0.0,379.45,7.389644451905042e-13
41,374.31,2062.44,520.04,4953.6,955.35,0.0,808.59,888.18,92.87,612.91,11268.29,0.0,0.0,0.0
42,372.63,1817.07,247.58,4943.88,905.48,0.0,805.79,1003.41,177.88,621.25,10894.97,0.0,0.0,0.0
43,366.33,1712.49,23.06,4941.01,831.33,0.0,803.02,987.04,603.28,105.83,10373.39,0.0,0.0,0.0
44,278.69,1685.44,72.74,4943.18,804.93,0.0,795.59,863.62,1276.57,0.0,9951.23,0.0,769.53,6.821210263296962e-13
45,253.19,1702.16,54.295,4939.59,784.58,0.0,809.99,902.81,1131.14,0.0,10011.474999999999,0.0,566.28,6.821210263296962e-13
46,252.8,1668.13,36.39,4938.26,793.97,0.0,804.7,980.55,417.55,0.0,9834.38,0.0,57.97,-6.536993168992922e-13
47,258.31,1671.1,20.56,4937.6,727.09,0.0,811.34,1071.12,398.23,0.0,9370.689999999999,0.0,524.66,-1.1368683772161603e-13
48,288.49,1612.5,20.33,4936.94,734.72,0.0,785.27,1164.9,674.73,0.0,9676.039999999999,0.0,541.84,1.1368683772161603e-13
49,323.62,1627.54,20.04,4930.8,761.01,0.0,312.75,1233.28,333.28,0.0,9053.900000000001,0.0,488.42,5.684341886080802e-14
50,370.87,1634.57,19.78,4928.65,802.2,0.0,716.54,1172.64,0.0,0.0,9084.29,246.67,314.29,-9.094947017729282e-13
51,370.46,1649.75,19.02,4923.86,747.1,0.0,801.76,1124.77,0.0,11.38,9370.97,277.13,0.0,1.0231815394945443e-12
52,367.63,1673.51,16.95,4931.32,780.42,0.0,501.58,896.72,117.75,74.72,9360.599999999999,0.0,0.0,0.0
53,364.3,1658.11,18.0,4934.42,800.89,0.0,700.57,914.59,341.04,0.0,9653.960000000003,0.0,77.96,-8.668621376273222e-13
54,368.26,1674.08,81.4,4932.7,840.07,0.0,668.96,933.56,501.03,53.12,10053.179999999998,0.0,0.0,0.0
55,363.76,1610.22,132.64,4933.45,852.94,0.02,626.6,982.41,850.29,301.14,10653.470000000001,0.0,0.0,0.0
56,366.3,1612.45,319.08,4934.35,856.53,65.22,286.29,955.42,1235.25,234.79,10865.68,0.0,0.0,0.0
57,365.08,1743.25,452.78,4941.01,857.61,221.27,259.42,1059.51,713.11,490.88,11103.92,0.0,0.0,0.0
58,367.16,1867.49,589.22,4934.93,877.3,202.19,266.29,1059.4,796.09,330.12,11290.190000000002,0.0,0.0,0.0
59,364.86,1842.9,617.98,4936.36,908.89,217.26,427.73,1034.7,654.31,238.93,11243.92,0.0,0.0,0.0
60,362.44,1870.56,206.89,4934.69,914.5,157.24,722.3,1082.02,851.57,153.82,11256.029999999999,0.0,0.0,0.0
61,362.15,1946.12,53.06,4935.24,915.44,100.03,762.18,1123.87,822.25,241.58,11261.92,0.0,0.0,0.0
62,368.37,1916.58,262.4533,4938.48,926.29,45.36,805.72,1164.54,964.4,315.94,11708.133299999998,0.0,0.0,0.0
63,372.48,1797.93,468.7467,4939.2,914.27,3.5,803.48,1144.95,1127.92,262.41,11834.886700000001,0.0,0.0,0.0
64,369.84,1746.14,676.55,4937.76,890.09,0.0,804.84,1159.47,529.6,569.31,11683.599999999999,0.0,0.0,0.0
65,370.53,1667.63,701.77,4938.06,861.17,0.0,803.17,1168.58,57.06,1124.14,11692.11,0.0,0.0,0.0
