,biomass,gas,hard_coal,hydro,lignite,nuclear,other_fossil,other_renewable,solar,wind_offshore,wind_onshore,AT -> DE,CH -> DE,CZ -> DE,DK -> DE,FR -> DE,NL -> DE,PL -> DE,SE -> DE,demand,DE -> AT,DE -> CH,DE -> CZ,DE -> DK,DE -> FR,DE -> NL,DE -> PL,DE -> SE,mismatch
8344,4971.0,12490.0,17342.0,6530.0,15828.0,9500.0,1478.0,120.0,0.0,1822.0,4275.0,0.0,655.64,0.0,1670.72,0.0,0.0,0.0,0.5,71183.72,410.0,0.0,998.01,0.0,335.38,2805.4,950.35,0.0,-9.094947017729282e-13
8345,4981.0,12438.0,17423.0,4393.0,15869.0,9497.0,1393.0,120.0,0.0,2044.0,4117.0,0.0,428.13000000000005,0.0,1777.35,0.0,0.0,0.0,0.5,69094.75,280.96000000000004,0.0,706.04,0.0,712.0,2806.7,880.53,0.0,-3.637978807091713e-12
8346,4975.0,12141.0,17345.0,2662.0,15944.0,9480.0,1406.0,120.0,0.0,2093.0,3872.0,0.0,248.15,0.0,1887.47,0.0,0.0,0.0,0.5,66826.34,237.96000000000004,0.0,719.22,0.0,890.24,2614.25,886.11,0.0,-9.094947017729282e-13
8347,4961.0,11217.0,17212.0,1771.0,16003.0,9476.0,1413.0,120.0,0.0,2051.0,3472.0,0.0,0.0,0.0,1889.63,0.0,0.0,0.0,0.5,63957.93000000001,829.4200000000001,74.43,729.5300000000001,0.0,538.73,2330.82,1125.27,0.0,-3.637978807091713e-12
8348,4939.0,10210.0,17143.0,1839.0,16074.0,9490.0,1409.0,120.0,0.0,1832.0,3101.0,0.0,0.0,0.0,1887.08,0.0,0.0,0.0,0.5,60559.469999999994,1609.13,1398.71,253.65,0.0,889.33,2284.52,1049.77,0.0,7.275957614183426e-12
8349,4929.0,8668.0,16891.0,1666.0,16099.0,9484.0,1411.0,120.0,0.0,2060.0,2923.0,0.0,0.0,231.5,1877.83,0.0,0.0,0.0,0.5,58231.76000000001,1592.44,2079.56,0.0,0.0,1172.21,2417.63,867.23,0.0,-7.275957614183426e-12
8350,4929.0,8195.0,16297.0,1663.0,16081.0,9473.0,1410.0,120.0,0.0,2042.0,3003.0,0.0,0.0,455.8900000000001,1895.32,0.0,0.0,0.0,0.5,55754.810000000005,1377.58,2199.7000000000003,0.0,0.0,2037.83,3453.1,741.69,0.0,0.0
8351,4911.0,7891.0,15625.0,1623.0,16155.0,9469.0,1397.0,120.0,0.0,1952.0,2909.0,0.0,0.0,980.01,1923.3,0.0,0.0,0.0,0.5,54100.41,1660.16,2704.45,0.0,0.0,2877.3,3125.77,487.72,0.0,-5.4569682106375694e-12
8352,4893.0,7547.0,15612.0,1631.0,16371.0,9479.0,1367.0,120.0,0.0,1827.0,2710.0,0.0,0.0,1186.15,1947.59,0.0,0.0,0.0,0.5,51905.28999999999,2397.96,3850.31,0.0,0.0,2710.72,3385.87,441.09,0.0,3.637978807091713e-12
8353,4901.0,7538.0,15395.0,1606.0,16364.0,9479.0,1363.0,120.0,0.0,1889.0,2437.0,0.0,0.0,989.4499999999998,1834.96,0.0,0.0,0.0,0.5,51304.40000000001,2765.69,4247.5,0.0,0.0,2435.56,2677.87,485.89,0.0,-3.637978807091713e-12
8354,4899.0,7537.0,15574.0,1578.0,16168.0,9478.0,1362.0,120.0,0.0,1893.0,2258.0,0.0,0.0,887.11,1879.75,0.0,0.0,0.0,0.5,51052.119999999995,3057.29,4711.72,0.0,0.0,1901.58,2366.69,544.96,0.0,3.637978807091713e-12
